date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:30	730866/730866	---M--	200	added ('OK')	image/jpeg	etag:CPnQ28+qsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/cea38427-ddfb-4c46-afa6-e1934e84d02b/IMG_0193.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/cea38427-ddfb-4c46-afa6-e1934e84d02b/IMG_0193.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:30	881600/881600	---M--	200	added ('OK')	image/jpeg	etag:CJKQ+46vsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/e4bf42d3-6cd0-469c-978f-60c1d2882352/DSCN0442_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/e4bf42d3-6cd0-469c-978f-60c1d2882352/DSCN0442_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:31	853180/853180	---M--	200	added ('OK')	image/jpeg	etag:CL/B8IvWsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/b543575e-e04d-4ac2-a598-b6923821851a/DSCN0404_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/b543575e-e04d-4ac2-a598-b6923821851a/DSCN0404_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:31	619758/619758	---M--	200	added ('OK')	image/jpeg	etag:CNrdh63YsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/50f7f576-0deb-4eff-88da-8985208d80df/DSCN0549_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/50f7f576-0deb-4eff-88da-8985208d80df/DSCN0549_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:32	582751/582751	---M--	200	added ('OK')	image/jpeg	etag:CMCck4WmsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/926bb4fd-290c-4047-98eb-96d3689161b0/IMG_0520.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/926bb4fd-290c-4047-98eb-96d3689161b0/IMG_0520.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:32	909898/909898	---M--	200	added ('OK')	image/jpeg	etag:CKeNkNzWsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/d500c933-9788-4fd6-8335-f20bd996abfd/DSCN0448_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/d500c933-9788-4fd6-8335-f20bd996abfd/DSCN0448_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:33	843570/843570	---M--	200	added ('OK')	image/jpeg	etag:CLqShKbVsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/d61a0634-0ec6-4501-bd48-6e66b49c5b01/IMG_0050.JPG	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/d61a0634-0ec6-4501-bd48-6e66b49c5b01/IMG_0050.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:33	210054/210054	---M--	200	added ('OK')	image/jpeg	etag:CK/zld2osoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/c14618e3-b7f2-4e31-850a-f1ee4fc2fa78/IMG_0641+2.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/c14618e3-b7f2-4e31-850a-f1ee4fc2fa78/IMG_0641+2.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:34	673671/673671	---M--	200	added ('OK')	image/jpeg	etag:CJDx5ompsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/4c361db3-bc8e-4825-8691-7d928d373bdd/DSCN0534_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/4c361db3-bc8e-4825-8691-7d928d373bdd/DSCN0534_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:34	595759/595759	---M--	200	added ('OK')	image/jpeg	etag:CJft/IimsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/49b3f5e7-a0ff-44de-9e94-5b752e44c314/IMG_0521.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/49b3f5e7-a0ff-44de-9e94-5b752e44c314/IMG_0521.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:34	635015/635015	---M--	200	added ('OK')	image/jpeg	etag:CLjni8WusoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/1ae60d1f-e44a-4c45-a413-4e0d5f417568/DSCN0520_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/1ae60d1f-e44a-4c45-a413-4e0d5f417568/DSCN0520_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:35	2920279/2920279	---M--	200	added ('OK')	image/jpeg	etag:CKvh1dK5soMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/37bf1a72-c6a6-4481-b62c-ecba2d96df15/IMG_0578+2.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/37bf1a72-c6a6-4481-b62c-ecba2d96df15/IMG_0578+2.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:35	881091/881091	---M--	200	added ('OK')	image/jpeg	etag:CNOw+ZutsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/d77ab253-e3a9-41e8-807f-b0bdd5d75ebf/DSCN0423_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/d77ab253-e3a9-41e8-807f-b0bdd5d75ebf/DSCN0423_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:36	1013695/1013695	---M--	200	added ('OK')	image/jpeg	etag:COPU6LG5soMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/ce59e616-4e5c-487b-aa41-051c127ef888/IMG_0554.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/ce59e616-4e5c-487b-aa41-051c127ef888/IMG_0554.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:36	750181/750181	---M--	200	added ('OK')	image/jpeg	etag:CNOT6aiosoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/e2a4fe4d-bf6e-4c44-aa40-d9f5227156d5/IMG_0506.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/e2a4fe4d-bf6e-4c44-aa40-d9f5227156d5/IMG_0506.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:37	1367531/1367531	---M--	200	added ('OK')	image/jpeg	etag:CNijoYy6soMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/bea57a08-d64c-4ebd-8f45-85a50ee2224f/IMG_0322.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/bea57a08-d64c-4ebd-8f45-85a50ee2224f/IMG_0322.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:37	399868/399868	---M--	200	added ('OK')	image/jpeg	etag:CPnb7e+lsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/68d1ff19-355b-4642-8282-1527c120edd7/IMG_0233.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/68d1ff19-355b-4642-8282-1527c120edd7/IMG_0233.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:38	444755/444755	---M--	200	added ('OK')	image/jpeg	etag:CJyU/rSlsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/8b6a4468-7308-4784-a754-95cfe10f891b/IMG_0141.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/8b6a4468-7308-4784-a754-95cfe10f891b/IMG_0141.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:38	909898/909898	---M--	200	added ('OK')	image/jpeg	etag:CILCs/CusoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/f70fd0a6-254c-4d0e-b3d2-73e6b27c5cd2/DSCN0448_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/f70fd0a6-254c-4d0e-b3d2-73e6b27c5cd2/DSCN0448_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:39	1694056/1694056	---M--	200	added ('OK')	image/jpeg	etag:CL/TwsylsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/1f005c21-8dff-41c2-8eed-39f8a6ad2e2a/IMG_0183.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/1f005c21-8dff-41c2-8eed-39f8a6ad2e2a/IMG_0183.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:39	558014/558014	---M--	200	added ('OK')	image/jpeg	etag:CPKS/p2usoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/b15a5731-cef1-45fd-a788-c1d9a9d4445f/DSCN0381_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/b15a5731-cef1-45fd-a788-c1d9a9d4445f/DSCN0381_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:39	613573/613573	---M--	200	added ('OK')	image/jpeg	etag:CLbs9Z7XsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/704395c1-c118-4948-a9ac-4a66f9ded35b/DSCN0475_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/704395c1-c118-4948-a9ac-4a66f9ded35b/DSCN0475_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:40	676758/676758	---M--	200	added ('OK')	image/jpeg	etag:CLbnyIymsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/196dbf06-8257-4dc3-aac4-34a1e0dfb0ff/IMG_0523.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/196dbf06-8257-4dc3-aac4-34a1e0dfb0ff/IMG_0523.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:40	326862/326862	---M--	200	added ('OK')	image/jpeg	etag:COeDy73WsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/b16cbf26-38b7-4286-86eb-1ed64d8f56b1/DSCN0408_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/b16cbf26-38b7-4286-86eb-1ed64d8f56b1/DSCN0408_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:41	596184/596184	---M--	200	added ('OK')	image/jpeg	etag:CI/cuLyvsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/0b043f14-8e3f-4adf-85ee-b94dede91522/DSCN0549_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/0b043f14-8e3f-4adf-85ee-b94dede91522/DSCN0549_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:41	2531495/2531495	---M--	200	added ('OK')	image/jpeg	etag:CI6sn5KqsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/ecc870dc-b61f-489e-a596-dd9e3d86c305/IMG_0543.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/ecc870dc-b61f-489e-a596-dd9e3d86c305/IMG_0543.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:42	672276/672276	---M--	200	added ('OK')	image/jpeg	etag:CPf4u9yusoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/e668fa5e-7f1d-4cf6-a90c-0146c5026de8/DSCN0343_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/e668fa5e-7f1d-4cf6-a90c-0146c5026de8/DSCN0343_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:42	619580/619580	---M--	200	added ('OK')	image/jpeg	etag:CNKPqLjWsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/5c9ca9f8-e6d0-45be-980b-29a9ca9abcfe/DSCN0474_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/5c9ca9f8-e6d0-45be-980b-29a9ca9abcfe/DSCN0474_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:43	2382295/2382295	---M--	200	added ('OK')	image/jpeg	etag:CNjmgNClsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/fbe2df14-5e44-4ddb-8fbf-36c27454475f/IMG_0239.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/fbe2df14-5e44-4ddb-8fbf-36c27454475f/IMG_0239.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:43	2867879/2867879	---M--	200	added ('OK')	image/jpeg	etag:CN3y9NKpsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/8d74ab7b-14c6-4ce6-839d-916396477191/IMG_0535.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/8d74ab7b-14c6-4ce6-839d-916396477191/IMG_0535.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:43	741339/741339	---M--	200	added ('OK')	image/jpeg	etag:CI/p1+6wsoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/924dfde0-28a4-4ba4-94a4-52291b7cca81/DSCN0422_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/924dfde0-28a4-4ba4-94a4-52291b7cca81/DSCN0422_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:44	3037856/3037856	---M--	200	added ('OK')	image/jpeg	etag:CMmlifKosoMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/12b3925e-6656-4f96-bd60-c941b52a3bb5/IMG_0067.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/12b3925e-6656-4f96-bd60-c941b52a3bb5/IMG_0067.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
22:26:44	458115/458115	---M--	200	added ('OK')	image/jpeg	etag:CMjthcLWsIMDEAE=	https://images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/fda0b8e0-f14c-4271-8ffc-43f7bec9577f/DSCN0392_Original.jpg	C:/My%20Web%20Sites/codered/images.squarespace-cdn.com/content/v1/658c7023be92c93f9a731ec1/fda0b8e0-f14c-4271-8ffc-43f7bec9577f/DSCN0392_Original.jpg	(from https://kumquat-guitar-ebwz.squarespace.com/gallery)
